Chrom	Start	End	Strand	Feature	H37rv_GeneID	Symbol	Functional_Category	Gene_Cat_V2	N_Pos	N_Neg	Total	Positive_Proportion	Middle	Length	AnyPosEpitope	Antigen_LVL2	N_HmRegion	HasHmRegion	AntigenLVL2_And_HHR_Comb
NC_000962.3	3686911	3687577	-	CDS	Rv3301c	phoY1	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	3687244.0	666	False	False	0	False	NonReactive-Unq
NC_000962.3	3687684	3689442	-	CDS	Rv3302c	glpD2	intermediary metabolism and respiration	intermediary metabolism and respiration	0	9	9	0.0	3688563.0	1758	False	False	0	False	NonReactive-Unq
NC_000962.3	3689456	3690938	-	CDS	Rv3303c	lpdA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	3690197.0	1482	False	False	0	False	NonReactive-Unq
NC_000962.3	3691140	3691620	+	CDS	Rv3304	Rv3304	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	3691380.0	480	False	False	0	False	NonReactive-Unq
NC_000962.3	3691638	3692808	-	CDS	Rv3305c	amiA1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	3692223.0	1170	False	False	0	False	NonReactive-Unq
NC_000962.3	3692804	3693989	-	CDS	Rv3306c	amiB1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	3693396.5	1185	False	False	0	False	NonReactive-Unq
NC_000962.3	3694053	3694860	+	CDS	Rv3307	deoD	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	3694456.5	807	False	False	0	False	NonReactive-Unq
NC_000962.3	3694863	3696468	+	CDS	Rv3308	pmmB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	8	8	0.0	3695665.5	1605	False	False	0	False	NonReactive-Unq
NC_000962.3	3696469	3697093	-	CDS	Rv3309c	upp	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	3696781.0	624	False	False	0	False	NonReactive-Unq
NC_000962.3	3697197	3698097	+	CDS	Rv3310	sapM	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	3697647.0	900	False	False	0	False	NonReactive-Unq
NC_000962.3	3698120	3699383	+	CDS	Rv3311	Rv3311	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	3698751.5	1263	False	False	0	False	NonReactive-Unq
NC_000962.3	3699403	3700330	-	CDS	Rv3312c	Rv3312c	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	3699866.5	927	False	False	0	False	NonReactive-Unq
NC_000962.3	3700704	3701016	-	CDS	Rv3312A	Rv3312A	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	3700860.0	312	False	False	0	False	NonReactive-Unq
NC_000962.3	3701086	3702184	-	CDS	Rv3313c	add	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	3701635.0	1098	False	False	0	False	NonReactive-Unq
NC_000962.3	3702183	3703467	-	CDS	Rv3314c	deoA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	3702825.0	1284	False	False	0	False	NonReactive-Unq
NC_000962.3	3703463	3703865	-	CDS	Rv3315c	cdd	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	3703664.0	402	False	False	0	False	NonReactive-Unq
NC_000962.3	3704101	3704440	+	CDS	Rv3316	sdhC	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	3704270.5	339	False	False	0	False	NonReactive-Unq
NC_000962.3	3704436	3704871	+	CDS	Rv3317	sdhD	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	3704653.5	435	False	False	0	False	NonReactive-Unq
NC_000962.3	3704999	3706772	+	CDS	Rv3318	sdhA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	9	9	0.0	3705885.5	1773	False	False	0	False	NonReactive-Unq
NC_000962.3	3706771	3707563	+	CDS	Rv3319	sdhB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	3707167.0	792	False	False	0	False	NonReactive-Unq
NC_000962.3	3707641	3708070	-	CDS	Rv3320c	vapC44	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	3707855.5	429	False	False	0	False	NonReactive-Unq
NC_000962.3	3708073	3708316	-	CDS	Rv3321c	vapB44	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	3708194.5	243	False	False	0	False	NonReactive-Unq
NC_000962.3	3708437	3709052	-	CDS	Rv3322c	Rv3322c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	3708744.5	615	False	False	0	False	NonReactive-Unq
NC_000962.3	3709048	3709714	-	CDS	Rv3323c	moaX	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	3709381.0	666	False	False	0	False	NonReactive-Unq
NC_000962.3	3709714	3710248	-	CDS	Rv3324c	moaC3	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	3709981.0	534	False	False	0	False	NonReactive-Unq
NC_000962.3	3711748	3713461	+	CDS	Rv3327	Rv3327	insertion seqs and phages	insertion seqs and phages	0	9	9	0.0	3712604.5	1713	False	False	1	True	NonReactive-HHR
NC_000962.3	3713393	3714332	-	CDS	Rv3328c	sigJ	information pathways	information pathways	0	5	5	0.0	3713862.5	939	False	False	0	False	NonReactive-Unq
NC_000962.3	3714391	3715708	+	CDS	Rv3329	Rv3329	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	3715049.5	1317	False	False	0	False	NonReactive-Unq
NC_000962.3	3715776	3716994	+	CDS	Rv3330	dacB1	cell wall and cell processes	cell wall and cell processes	2	4	6	0.3333333333333333	3716385.0	1218	True	True	0	False	Antigen-Unq
NC_000962.3	3717089	3718598	+	CDS	Rv3331	sugI	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	3717843.5	1509	False	False	0	False	NonReactive-Unq
NC_000962.3	3718594	3719746	+	CDS	Rv3332	nagA	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	3719170.0	1152	False	False	0	False	NonReactive-Unq
NC_000962.3	3719936	3720782	-	CDS	Rv3333c	Rv3333c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	3720359.0	846	False	False	0	False	NonReactive-Unq
NC_000962.3	3721256	3721697	+	CDS	Rv3334	Rv3334	regulatory proteins	regulatory proteins	0	2	2	0.0	3721476.5	441	False	False	0	False	NonReactive-Unq
NC_000962.3	3721730	3722600	-	CDS	Rv3335c	Rv3335c	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	3722165.0	870	False	False	0	False	NonReactive-Unq
NC_000962.3	3722620	3723631	-	CDS	Rv3336c	trpS	information pathways	information pathways	0	5	5	0.0	3723125.5	1011	False	False	0	False	NonReactive-Unq
NC_000962.3	3724614	3725844	-	CDS	Rv3339c	icd1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	3725229.0	1230	False	False	0	False	NonReactive-Unq
NC_000962.3	3726126	3727476	+	CDS	Rv3340	metC	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	3726801.0	1350	False	False	0	False	NonReactive-Unq
NC_000962.3	3727487	3728627	+	CDS	Rv3341	metA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	3728057.0	1140	False	False	0	False	NonReactive-Unq
NC_000962.3	3728623	3729355	+	CDS	Rv3342	Rv3342	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	3728989.0	732	False	False	0	False	NonReactive-Unq
NC_000962.3	3729363	3736935	-	CDS	Rv3343c	PPE54	PE/PPE	PE/PPE	0	11	11	0.0	3733149.0	7572	False	False	3	True	NonReactive-HHR
NC_000962.3	3736983	3738438	-	CDS	Rv3344c	PE_PGRS49	PE/PPE	PE/PPE	0	4	4	0.0	3737710.5	1455	False	False	1	True	NonReactive-HHR
NC_000962.3	3738157	3742774	-	CDS	Rv3345c	PE_PGRS50	PE/PPE	PE/PPE	0	8	8	0.0	3740465.5	4617	False	False	1	True	NonReactive-HHR
NC_000962.3	3743197	3743455	-	CDS	Rv3346c	Rv3346c	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	3743326.0	258	False	False	1	True	NonReactive-HHR
NC_000962.3	3743710	3753184	-	CDS	Rv3347c	PPE55	PE/PPE	PE/PPE	0	11	11	0.0	3748447.0	9474	False	False	1	True	NonReactive-HHR
NC_000962.3	3753764	3754256	+	CDS	Rv3348	Rv3348	insertion seqs and phages	insertion seqs and phages	0	2	2	0.0	3754010.0	492	False	False	1	True	NonReactive-HHR
NC_000962.3	3754292	3755033	-	CDS	Rv3349c	Rv3349c	insertion seqs and phages	insertion seqs and phages	0	3	3	0.0	3754662.5	741	False	False	1	True	NonReactive-HHR
NC_000962.3	3755951	3767102	-	CDS	Rv3350c	PPE56	PE/PPE	PE/PPE	0	11	11	0.0	3761526.5	11151	False	False	1	True	NonReactive-HHR
NC_000962.3	3767345	3768140	-	CDS	Rv3351c	Rv3351c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	3767742.5	795	False	False	0	False	NonReactive-Unq
NC_000962.3	3768221	3768593	-	CDS	Rv3352c	Rv3352c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	3768407.0	372	False	False	0	False	NonReactive-Unq
NC_000962.3	3768735	3768996	-	CDS	Rv3353c	Rv3353c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	3768865.5	261	False	False	0	False	NonReactive-Unq
NC_000962.3	3769110	3769500	+	CDS	Rv3354	Rv3354	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	3769305.0	390	False	False	0	False	NonReactive-Unq
NC_000962.3	3769513	3769807	-	CDS	Rv3355c	Rv3355c	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	3769660.0	294	False	False	1	True	NonReactive-HHR
NC_000962.3	3769803	3770649	-	CDS	Rv3356c	folD	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	3770226.0	846	False	False	1	True	NonReactive-HHR
NC_000962.3	3770772	3771048	+	CDS	Rv3357	relJ	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	3770910.0	276	False	False	0	False	NonReactive-Unq
NC_000962.3	3771044	3771302	+	CDS	Rv3358	relK	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	3771173.0	258	False	False	0	False	NonReactive-Unq
NC_000962.3	3771343	3772534	+	CDS	Rv3359	Rv3359	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	3771938.5	1191	False	False	0	False	NonReactive-Unq
NC_000962.3	3772650	3773019	+	CDS	Rv3360	Rv3360	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	3772834.5	369	False	False	0	False	NonReactive-Unq
NC_000962.3	3773015	3773567	-	CDS	Rv3361c	Rv3361c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	3773291.0	552	False	False	0	False	NonReactive-Unq
NC_000962.3	3773573	3774155	-	CDS	Rv3362c	Rv3362c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	3773864.0	582	False	False	0	False	NonReactive-Unq
NC_000962.3	3774135	3774504	-	CDS	Rv3363c	Rv3363c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	3774319.5	369	False	False	0	False	NonReactive-Unq
NC_000962.3	3774481	3774874	-	CDS	Rv3364c	Rv3364c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	3774677.5	393	False	False	0	False	NonReactive-Unq
NC_000962.3	3774870	3777501	-	CDS	Rv3365c	Rv3365c	conserved hypotheticals	conserved hypotheticals	1	9	10	0.1	3776185.5	2631	True	False	0	False	NonReactive-Unq
NC_000962.3	3777736	3778201	+	CDS	Rv3366	spoU	information pathways	information pathways	0	3	3	0.0	3777968.5	465	False	False	0	False	NonReactive-Unq
NC_000962.3	3778567	3780334	+	CDS	Rv3367	PE_PGRS51	PE/PPE	PE/PPE	0	9	9	0.0	3779450.5	1767	False	False	0	False	NonReactive-Unq
NC_000962.3	3780334	3780979	-	CDS	Rv3368c	Rv3368c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	3780656.5	645	False	False	0	False	NonReactive-Unq
NC_000962.3	3780977	3781412	+	CDS	Rv3369	Rv3369	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	3781194.5	435	False	False	0	False	NonReactive-Unq
NC_000962.3	3781500	3784740	-	CDS	Rv3370c	dnaE2	information pathways	information pathways	0	10	10	0.0	3783120.0	3240	False	False	0	False	NonReactive-Unq
NC_000962.3	3784931	3786272	+	CDS	Rv3371	Rv3371	lipid metabolism	lipid metabolism	0	7	7	0.0	3785601.5	1341	False	False	0	False	NonReactive-Unq
NC_000962.3	3786313	3787489	+	CDS	Rv3372	otsB2	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	6	6	0.0	3786901.0	1176	False	False	0	False	NonReactive-Unq
NC_000962.3	3787725	3788367	+	CDS	Rv3373	echA18	lipid metabolism	lipid metabolism	0	3	3	0.0	3788046.0	642	False	False	0	False	NonReactive-Unq
NC_000962.3	3788620	3790048	+	CDS	Rv3375	amiD	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	3789334.0	1428	False	False	0	False	NonReactive-Unq
NC_000962.3	3790155	3790809	+	CDS	Rv3376	Rv3376	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	3790482.0	654	False	False	0	False	NonReactive-Unq
NC_000962.3	3790847	3792353	-	CDS	Rv3377c	Rv3377c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	3791600.0	1506	False	False	0	False	NonReactive-Unq
NC_000962.3	3792357	3793248	-	CDS	Rv3378c	Rv3378c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	3792802.5	891	False	False	0	False	NonReactive-Unq
NC_000962.3	3793256	3794867	-	CDS	Rv3379c	dxs2	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	3794061.5	1611	False	False	0	False	NonReactive-Unq
NC_000962.3	3796447	3797437	-	CDS	Rv3382c	lytB1	cell wall and cell processes	cell wall and cell processes	0	5	5	0.0	3796942.0	990	False	False	0	False	NonReactive-Unq
NC_000962.3	3797436	3798489	-	CDS	Rv3383c	idsB	lipid metabolism	lipid metabolism	0	5	5	0.0	3797962.5	1053	False	False	0	False	NonReactive-Unq
NC_000962.3	3799242	3799635	-	CDS	Rv3384c	vapC46	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	3799438.5	393	False	False	0	False	NonReactive-Unq
NC_000962.3	3799634	3799943	-	CDS	Rv3385c	vapB46	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	3799788.5	309	False	False	0	False	NonReactive-Unq
NC_000962.3	3800091	3800796	+	CDS	Rv3386	Rv3386	insertion seqs and phages	insertion seqs and phages	0	3	3	0.0	3800443.5	705	False	False	0	False	NonReactive-Unq
NC_000962.3	3800785	3801463	+	CDS	Rv3387	Rv3387	insertion seqs and phages	insertion seqs and phages	0	2	2	0.0	3801124.0	678	False	False	0	False	NonReactive-Unq
NC_000962.3	3801652	3803848	+	CDS	Rv3388	PE_PGRS52	PE/PPE	PE/PPE	0	9	9	0.0	3802750.0	2196	False	False	1	True	NonReactive-HHR
NC_000962.3	3804864	3805575	+	CDS	Rv3390	lpqD	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	3805219.5	711	False	False	0	False	NonReactive-Unq
NC_000962.3	3805620	3807573	+	CDS	Rv3391	acrA1	lipid metabolism	lipid metabolism	0	10	10	0.0	3806596.5	1953	False	False	0	False	NonReactive-Unq
NC_000962.3	3807573	3808437	-	CDS	Rv3392c	cmaA1	lipid metabolism	lipid metabolism	0	6	6	0.0	3808005.0	864	False	False	0	False	NonReactive-Unq
NC_000962.3	3808460	3809387	+	CDS	Rv3393	iunH	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	3808923.5	927	False	False	0	False	NonReactive-Unq
NC_000962.3	3809441	3811025	-	CDS	Rv3394c	Rv3394c	conserved hypotheticals	conserved hypotheticals	0	8	8	0.0	3810233.0	1584	False	False	0	False	NonReactive-Unq
NC_000962.3	3811021	3811636	-	CDS	Rv3395c	Rv3395c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	3811328.5	615	False	False	0	False	NonReactive-Unq
NC_000962.3	3811718	3812345	+	CDS	Rv3395A	Rv3395A	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	3812031.5	627	False	False	0	False	NonReactive-Unq
NC_000962.3	3812500	3814078	-	CDS	Rv3396c	guaA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	8	8	0.0	3813289.0	1578	False	False	0	False	NonReactive-Unq
NC_000962.3	3814089	3814998	-	CDS	Rv3397c	phyA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	3814543.5	909	False	False	0	False	NonReactive-Unq
NC_000962.3	3815026	3816106	-	CDS	Rv3398c	idsA1	lipid metabolism	lipid metabolism	0	5	5	0.0	3815566.0	1080	False	False	0	False	NonReactive-Unq
NC_000962.3	3816128	3817175	+	CDS	Rv3399	Rv3399	lipid metabolism	lipid metabolism	0	5	5	0.0	3816651.5	1047	False	False	0	False	NonReactive-Unq
NC_000962.3	3817238	3818027	+	CDS	Rv3400	Rv3400	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	3817632.5	789	False	False	0	False	NonReactive-Unq
NC_000962.3	3818041	3820402	+	CDS	Rv3401	Rv3401	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	3819221.5	2361	False	False	0	False	NonReactive-Unq
NC_000962.3	3820652	3821891	-	CDS	Rv3402c	Rv3402c	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	3821271.5	1239	False	False	0	False	NonReactive-Unq
NC_000962.3	3822261	3823863	-	CDS	Rv3403c	Rv3403c	conserved hypotheticals	conserved hypotheticals	0	8	8	0.0	3823062.0	1602	False	False	0	False	NonReactive-Unq
NC_000962.3	3823879	3824584	-	CDS	Rv3404c	Rv3404c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	3824231.5	705	False	False	0	False	NonReactive-Unq
NC_000962.3	3824701	3825268	-	CDS	Rv3405c	Rv3405c	regulatory proteins	regulatory proteins	0	3	3	0.0	3824984.5	567	False	False	0	False	NonReactive-Unq
NC_000962.3	3825329	3826217	+	CDS	Rv3406	Rv3406	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	3825773.0	888	False	False	0	False	NonReactive-Unq
NC_000962.3	3826251	3826551	+	CDS	Rv3407	vapB47	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	3826401.0	300	False	False	0	False	NonReactive-Unq
NC_000962.3	3826547	3826958	+	CDS	Rv3408	vapC47	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	3826752.5	411	False	False	0	False	NonReactive-Unq
NC_000962.3	3826990	3828727	-	CDS	Rv3409c	choD	lipid metabolism	lipid metabolism	0	9	9	0.0	3827858.5	1737	False	False	0	False	NonReactive-Unq
NC_000962.3	3828782	3829910	-	CDS	Rv3410c	guaB3	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	3829346.0	1128	False	False	0	False	NonReactive-Unq
NC_000962.3	3829929	3831519	-	CDS	Rv3411c	guaB2	intermediary metabolism and respiration	intermediary metabolism and respiration	0	8	8	0.0	3830724.0	1590	False	False	0	False	NonReactive-Unq
NC_000962.3	3831725	3832136	+	CDS	Rv3412	Rv3412	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	3831930.5	411	False	False	0	False	NonReactive-Unq
NC_000962.3	3832145	3833045	-	CDS	Rv3413c	Rv3413c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	3832595.0	900	False	False	0	False	NonReactive-Unq
NC_000962.3	3833037	3833676	-	CDS	Rv3414c	sigD	information pathways	information pathways	0	3	3	0.0	3833356.5	639	False	False	0	False	NonReactive-Unq
NC_000962.3	3833693	3834521	-	CDS	Rv3415c	Rv3415c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	3834107.0	828	False	False	0	False	NonReactive-Unq
NC_000962.3	3834891	3835200	+	CDS	Rv3416	whiB3	regulatory proteins	regulatory proteins	0	2	2	0.0	3835045.5	309	False	False	0	False	NonReactive-Unq
NC_000962.3	3835271	3836891	-	CDS	Rv3417c	groEL1	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	8	8	0.0	3836081.0	1620	False	False	0	False	NonReactive-Unq
NC_000962.3	3836985	3837288	-	CDS	Rv3418c	groES	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	3837136.5	303	False	False	0	False	NonReactive-Unq
NC_000962.3	3837554	3838589	-	CDS	Rv3419c	gcp	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	3838071.5	1035	False	False	0	False	NonReactive-Unq
NC_000962.3	3838585	3839062	-	CDS	Rv3420c	rimI	information pathways	information pathways	0	2	2	0.0	3838823.5	477	False	False	0	False	NonReactive-Unq
NC_000962.3	3839058	3839694	-	CDS	Rv3421c	Rv3421c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	3839376.0	636	False	False	0	False	NonReactive-Unq
NC_000962.3	3839690	3840197	-	CDS	Rv3422c	Rv3422c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	3839943.5	507	False	False	0	False	NonReactive-Unq
NC_000962.3	3840193	3841420	-	CDS	Rv3423c	alr	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	3840806.5	1227	False	False	0	False	NonReactive-Unq
NC_000962.3	3841713	3842076	-	CDS	Rv3424c	Rv3424c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	3841894.5	363	False	False	1	True	NonReactive-HHR
NC_000962.3	3842238	3842769	+	CDS	Rv3425	PPE57	PE/PPE	PE/PPE	0	3	3	0.0	3842503.5	531	False	False	1	True	NonReactive-HHR
NC_000962.3	3843035	3843734	+	CDS	Rv3426	PPE58	PE/PPE	PE/PPE	0	3	3	0.0	3843384.5	699	False	False	1	True	NonReactive-HHR
NC_000962.3	3843884	3844640	-	CDS	Rv3427c	Rv3427c	insertion seqs and phages	insertion seqs and phages	0	6	6	0.0	3844262.0	756	False	False	0	False	NonReactive-Unq
NC_000962.3	3844737	3845970	-	CDS	Rv3428c	Rv3428c	insertion seqs and phages	insertion seqs and phages	0	2	2	0.0	3845353.5	1233	False	False	0	False	NonReactive-Unq
NC_000962.3	3847164	3847701	+	CDS	Rv3429	PPE59	PE/PPE	PE/PPE	0	6	6	0.0	3847432.5	537	False	False	1	True	NonReactive-HHR
NC_000962.3	3847641	3848805	-	CDS	Rv3430c	Rv3430c	insertion seqs and phages	insertion seqs and phages	0	6	6	0.0	3848223.0	1164	False	False	1	True	NonReactive-HHR
NC_000962.3	3850371	3851754	-	CDS	Rv3432c	gadB	intermediary metabolism and respiration	intermediary metabolism and respiration	1	6	7	0.14285714285714285	3851062.5	1383	True	False	0	False	NonReactive-Unq
NC_000962.3	3851791	3853213	-	CDS	Rv3433c	Rv3433c	conserved hypotheticals	conserved hypotheticals	0	7	7	0.0	3852502.0	1422	False	False	0	False	NonReactive-Unq
NC_000962.3	3853214	3853928	-	CDS	Rv3434c	Rv3434c	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	3853571.0	714	False	False	0	False	NonReactive-Unq
NC_000962.3	3853938	3854793	-	CDS	Rv3435c	Rv3435c	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	3854365.5	855	False	False	0	False	NonReactive-Unq
NC_000962.3	3855014	3856889	-	CDS	Rv3436c	glmS	intermediary metabolism and respiration	intermediary metabolism and respiration	0	9	9	0.0	3855951.5	1875	False	False	0	False	NonReactive-Unq
NC_000962.3	3856910	3857387	+	CDS	Rv3437	Rv3437	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	3857148.5	477	False	False	0	False	NonReactive-Unq
NC_000962.3	3857396	3858239	+	CDS	Rv3438	Rv3438	conserved hypotheticals	conserved hypotheticals	0	1	1	0.0	3857817.5	843	False	False	0	False	NonReactive-Unq
NC_000962.3	3858258	3859662	-	CDS	Rv3439c	Rv3439c	conserved hypotheticals	conserved hypotheticals	0	7	7	0.0	3858960.0	1404	False	False	0	False	NonReactive-Unq
NC_000962.3	3859664	3859976	-	CDS	Rv3440c	Rv3440c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	3859820.0	312	False	False	0	False	NonReactive-Unq
NC_000962.3	3860023	3861370	-	CDS	Rv3441c	mrsA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	3860696.5	1347	False	False	0	False	NonReactive-Unq
NC_000962.3	3861494	3861950	-	CDS	Rv3442c	rpsI	information pathways	information pathways	0	2	2	0.0	3861722.0	456	False	False	0	False	NonReactive-Unq
NC_000962.3	3861946	3862390	-	CDS	Rv3443c	rplM	information pathways	information pathways	0	2	2	0.0	3862168.0	444	False	False	0	False	NonReactive-Unq
NC_000962.3	3862623	3862926	-	CDS	Rv3444c	esxT	cell wall and cell processes	esx	0	2	2	0.0	3862774.5	303	False	False	0	False	NonReactive-Unq
NC_000962.3	3862946	3863264	-	CDS	Rv3445c	esxU	cell wall and cell processes	esx	0	2	2	0.0	3863105.0	318	False	False	0	False	NonReactive-Unq
NC_000962.3	3863316	3864531	-	CDS	Rv3446c	Rv3446c	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	3863923.5	1215	False	False	0	False	NonReactive-Unq
NC_000962.3	3864527	3868238	-	CDS	Rv3447c	eccC4	cell wall and cell processes	cell wall and cell processes	0	10	10	0.0	3866382.5	3711	False	False	0	False	NonReactive-Unq
NC_000962.3	3868351	3869755	+	CDS	Rv3448	eccD4	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	3869053.0	1404	False	False	0	False	NonReactive-Unq
NC_000962.3	3869751	3871119	+	CDS	Rv3449	mycP4	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	3870435.0	1368	False	False	0	False	NonReactive-Unq
NC_000962.3	3871083	3872496	-	CDS	Rv3450c	eccB4	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	3871789.5	1413	False	False	0	False	NonReactive-Unq
NC_000962.3	3872616	3873405	+	CDS	Rv3451	cut3	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	3873010.5	789	False	False	0	False	NonReactive-Unq
NC_000962.3	3873451	3874132	+	CDS	Rv3452	cut4	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	3873791.5	681	False	False	0	False	NonReactive-Unq
NC_000962.3	3876051	3876822	-	CDS	Rv3455c	truA	information pathways	information pathways	0	3	3	0.0	3876436.5	771	False	False	0	False	NonReactive-Unq
NC_000962.3	3876889	3877432	-	CDS	Rv3456c	rplQ	information pathways	information pathways	0	3	3	0.0	3877160.5	543	False	False	0	False	NonReactive-Unq
NC_000962.3	3877463	3878507	-	CDS	Rv3457c	rpoA	information pathways	information pathways	0	5	5	0.0	3877985.0	1044	False	False	0	False	NonReactive-Unq
NC_000962.3	3878658	3879264	-	CDS	Rv3458c	rpsD	information pathways	information pathways	1	2	3	0.3333333333333333	3878961.0	606	True	False	0	False	NonReactive-Unq
NC_000962.3	3879272	3879692	-	CDS	Rv3459c	rpsK	information pathways	information pathways	0	2	2	0.0	3879482.0	420	False	False	0	False	NonReactive-Unq
NC_000962.3	3879695	3880070	-	CDS	Rv3460c	rpsM	information pathways	information pathways	0	2	2	0.0	3879882.5	375	False	False	0	False	NonReactive-Unq
NC_000962.3	3880285	3880399	-	CDS	Rv3461c	rpmJ	information pathways	information pathways	0	2	2	0.0	3880342.0	114	False	False	0	False	NonReactive-Unq
